name,review,rating,sentiment
"Fisher-Price Newborn Rock 'n Play Sleeper, Yellow","My son has never been much of a sleeper since birth and he would only sleep on us or in his car seat (in the car) the first few weeks of his life because of his reflux. I bought this because of the reviews and he slept great in it! He slept in this the first 3 months but he did not like the straps that held him in so when he was big enough to start wiggling, we transitioned him to his crib. I kept this in his closet ""just in case"". Well the last 3 nights my now 5 month old has had a bad cold waking him up every 20 minutes. We tried all the humidifiers, suctions and nasal sprays but after about 20 minutes he was congested again. So last night I brought this out and strapped him in, he slept great! For the price, I would have this on hand for any child even without reflux but it has been a godsend for us.I will say that my son has never liked to just ""chill"" in it but he is extremely active and doesn't really sit anywhere for long... It would have been even better because of it's portability if he liked to sit in it during the day.We LOVE this product, thank you Fisher Price!",5,1
"Fisher-Price Newborn Rock 'n Play Sleeper, Yellow",I read up on the reviews and it works great for my newborn. I have also gotten a lot of compliments fom family and guest.,5,1
"Fisher-Price Newborn Rock 'n Play Sleeper, Yellow","I bought this product for our newborn son because it sits nicely against the bed and he likes to sleep on an incline. What I don't like about the product is I thought there was a setting or some kind of mechanic device to make the &#34;rocker&#34; rock, I didn't realize you have to physically make it rock on your own. Overall, it's cute convenient and portable.",4,1
"Fisher-Price Newborn Rock 'n Play Sleeper, Yellow","This is a great item for its portability, simple and sturdy design, and usefulness for reflux.  Our 5 month old still sleeps in it.  He's loved it from day one.  Even if your baby doesn't have reflux issues it's a great piece for travel or daytime naps.",5,1
"Fisher-Price Newborn Rock 'n Play Sleeper, Yellow","Have a baby? Having a baby? You need this sleeper! It was seriously the only thing my son would sleep in for the first few months. We used it until he was about 6 months old, at which point he was just too big for it.",5,1
"Stokke Care Changing Table, Natural","This changing table is high quality in every way, with one small flaw that the mattress is not waterproof and there are no waterproof covers available for it. You need to buy a waterproof matt from another vendor, unless you are for some reason changing a baby that never excretes when being changed.",4,1
WeeMan Urinal for Boys by Potty Scotty.,I ordered this for my 2 y/o and he took to it right away . It's not as easy to pour out as it says - spills a little but does what it says.,4,1
Mommy's Helper Slide-Lok Bi-Fold Door Lock,I was so worried my 2 and 1 year old would get there fingers caught in the bi-fold doors as their mommy has done it a few times and it was not pretty. These were the perfect solution and they don't break when you forget they are there. My husband and I would often forget they were even there and force the doors open with all our might and they would pop off but it required quite a bit of strength and the boys could never seem to get them to open so these were pretty amazing and if we live in another home with those annoying doors I will definitely be purchasing these again.,5,1
Mommy's Helper Slide-Lok Bi-Fold Door Lock,My 5 year old uses his sword to push them open but they work the way they are supposed to and awesome for my 3 year old!,5,1
Mommy's Helper Slide-Lok Bi-Fold Door Lock,"We have a very small living place, so we use a bi-fold door as a bedroom door to save on space. These child proof slinging locks work perfectly to keep our kitty from being able to open our door and get in our room. We use two/door: one facing inside our bedroom and one facing outside. A neat alternative to a traditional door with a knob!",4,1
"American Baby Company Minky Dot Cradle Comforter with Chocolate Trim, Pink",This is so soft and plush. Keeps my baby warm during winter. The color is true to the image. Will buy again from this company.,5,1
Serendipity Mattress Cover,"Purchased this for my grandchild... it doesn't take much reading to confirm what I already know.  40 years ago SIDS was not a moniker, autism was rare, and asthma a thing that tended to run in family lines.  With the amount of PVC used to most manufacturing techniques today, this inexpensive vapor barrier is worth every penny and adds to our hopes of seeing our granddaughter growing into a happy and healthy child able to experience the full richness of life.",5,1
Black W&euml;llzher 2.5 Sunday Bag,"great bag, i use it to carry a few clubs to the driving range if i don't want to take my regular bag. This one is can hold any club (plenty long enough to hold my 46 in driver. the bag is well made and pretty light.",5,1
Columbia Bugababy Interchange Bunting Infants 12 Months,"The zip out liner is a great bunting on it's own. We use it most of the time. If the weather is bad or we want to play in the snow, we zipper the shell onto the liner. All around, this is an easy to put on, warm suit. Well worth the money.",5,1
"Carter's Fashion Tote, Tonal Dot","I just love this Bag!! It has the perfect size, it is easy to clean and it has enough pokets!! You wont regreat!",5,1
"Carter's Fashion Tote, Tonal Dot","I got this off my baby registry. I love it! Yes, it is very large but it should be.. There will be lots of things going into it! Seems very sturdy and good quality. Great for the price!",5,1
Vicks SpeedRead Digital Thermometer,I have two of these and I have had them for about 4 years with regular use and just now I have to replace the batteries.  The only flaw is that the replacement battery is very difficult to find but found it on amazon.com.,4,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","These are great reusable nursing pads to use during the day if you leak every now & then. They're comfortable and not too thick. They're definitely not overnight pads (at least for me). By morning, I've soaked all the way through them & my bra. :\\",4,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","I really like these pads - they are very soft and do not leak through. And since they are reusable, they save a lot of money compared to buying disposable ones. They wash and dry well, and come out soft as new.",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count",These are incredibly soft and form nicely even after washing. I bought another brand at Target and I can't wear them under a shirt without a bra because they are bulky. These ones you can't even tell you are wearing. And they do the job of preventing leaks on  to the shirt. Would recommend.,5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","Really great, soft and absorbent.  I only really ever leaked through at the very beginning, before your milk supply gets regulated.  I love that they are organic, and reusable.",4,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","I have tried EVERY disposable nursing pad out there, and these work just as good if not better. Here and there a little will soak thru to the other side, and only when I go over 4+ hrs. between feeding/pumping at night. Even then it wasnt that bad, and I had the same experience w/ the disposables leaking.They are somewhat discreet, however if you are wearing a thin bra and thin shirt you can kind of see the outline of them - but this is true with any disposables.Yes they sometimes stick to you and this could be a little uncomfortable if you are just beginning to nurse and things are sensitive, but give yourself at least a month for things to ""toughen up"" and then try these out! Now when they do stick, it doesn't hurt and I have had no issues w/ fuzz being left behind.Pros: SoftWash wellSuper cheapEco friendlyCons: The only con is perhaps they could have a super thin waterproof layer in  there to prevent any leaks",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","First wash, the pads were not absorbent. Second wash they work great. Note worthy, I do not have a lot of leakage. I like the pads more than any disposable I have tried because they breath and feel really comfortable. Disposables make me feel sticky and sweaty. They don't show under my bravada nursing bra, but they do show through nursing tanks.",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count",They are so soft. Perfect for new moms who are breast feeding. Easy to wash and dry. Good for multiple uses,5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","These breast pads are very soft.  I don't even notice them when I am wearing them.  They are much more comfortable than scratchy disposable pads.  They are very absorbent, but I do change them several times a day.  Overall, they meet my expectations, and I am ordering more.",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","These are so great.  I have tried a few different kinds of disposable pads, but none are as soft & comfy as these.  They absorb a good amount too.  The disposables get expensive after a little while.  These will save me some $.  Well worth getting.",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","These nursing pads are very soft and give your nipples a break from the disposables.  They keep you fairly dry, however when they get soaked through you do need to change them out to feel comfortable. That said, even when they got soaked through it never leaked through to my shirt.  I have been using these for three months and am happy with them.  They hold up well in multiple washings and have maintained shaped.",4,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","These pads, once washed are excellent for wearing around the house.  For the first two months of breast feeding, I would wear these inside a disposable pad since milk may leak through.  I found these to be softer on my sore nipples than any of the disposable pads.  Plus, at night or when I'm at home, I would much rather use something reusable.I accidently wore these to a pilates class and was pleasantly surprised that they stayed in place.  At night they move around some.",4,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","Let's start with the fact that I am lucky to have an abundant milk supply and have nursed my daughter comfortably from day one.  With that, I leak.  Especially when my milk let's down.  These pads are soft, comfortable and make me feel protected from the embarassment of leaking in public!",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","I am not a heavy leaker, but I do have problems when I'm out of the house or when I am late feeding or pumping. I find these pads to be the most absorbent reusable pads I've tried. I've never tried the disposable kind, mostly because these worked well enough. As my son is starting to stretch out his nighttime feedings, these pads have been able to handle extra leakage while I sleep. Sure, they will soak through, as they have no moisture barrier, but I can comfortably go 5-6 hours without worrying about that.",5,1
"TL Care Organic Cotton Nursing Pads, Natural, 6 Count","I'm a pretty heavy leaker, but these work great! I had been using disposables despite the fact that I cloth diaper, then when I went to order more pads I realised how stupid that was.From the second I put them on I LoVED them! I didn't think disposables were uncomfortable until I knew the feel of a cloth Pad against my boobies. My love dwindled a little after I put them to work and they would absorb ok, but would only in a little area right around my nipple and eventually soak through, it wouldn't utilize the whole pad for absorbency. I don't know if thatAre sense, but after washing them several times this problem went away. So make sure you wash them a few times before putting to heavy use.I admit, I should have known to do this since that's what you're supposed to do with cloth diapers as well.The only thing I don't like about these cloth pads is that somehow they slowly disappear, like socks, so I still have to order another package every couple months, but they still end up being way cheaper ( and more comfortable than sposies.If your a heavy leaker (like me) these aren't absorbent enough for night use, I use Bamboobiea Overnight for at night.Also, of they're  wet they are cold when you put them back on after a feeding, but they warm up if a matter of seconds and if they're really wet you should be changing them anyways.",4,1
Allison Diaper Bag in Black (As Shown),"This bag is AMAZING, and buying on amazon on sale saved me $90! I love this bag and I spent 3 weeks researching diaper bags of the regular and designer variety to find the perfect one that fits my style and looks like a purse as well as works like a diaper bag. It's well worth the money and the quality is excellent.",5,1
"Battery for Summer Baby Touch 02000, 02004, Slim &amp; Secure 02800, 02804, 02805, Best View 28030, 28034, 28035, SecureSight 02040, 02044, Universal Extra Battery",This is a perfect replacement for the older model Summer Baby video monitors.  Our battery was having trouble keeping a charge and would die after only a few minutes unplugged.  This battery resolved that problem for use and has extended the life of our video monitor.,5,1
Mod Stripes Aqua/choc 10CS,"I have not actually used this bedding set yet because we do not have the crib set up due to our living situations (hence only four stars), but after taking out of the packaging it seems to be good quality. I am not quite sure I will use the mobile or the wall hangings, but they are a nice addition if I do choose to. Why I really wanted to do this review though is because I was a little surprised to notice that there is a grid on the side that has diamonds. I can tell looking at the pictures now and knowing that they are there, but could not before I saw it in person. Thin blue lines connect each point of the diamonds to one another. It doesn't make a difference to me, but it may to someone else.",4,1
"Summer Infant Mother's Touch Baby Bather, Bubble Fish, Large","I used the heavy plastic tub for my daughter when she was a baby and so when my son came along my boyfriend picked up this seat and me and my mom were skeptical about how well it would work.  We have used this seat since the day my son came home from the hospital and it has been great.  At 8 months old my son is still using it and loves it. It stays in place in the bath tub no sliding around.  I have seen other reviews that stated that the baby sat awkward in this seat and I totally disagree my son sits kind of laying down angled up and he sits there without slipping around. He is an extremely active baby and yet he stays in the same spot with no slipping and can easily be flipped over and lay on his belly at the same angle to wash his backside. Also at 21 pounds and 28 3/4 inches long my baby still fits comfortably in this seat with no sagging down of the seat. As for other peoples comments about the smell of this seat I completely disagree with that also.  We have used this seat many many times (every time my son has a bath--at least 4-5 times a week) and have never had an odor to it at all.  Once my son outgrew the head insert we washed it and hung it up to dry and no smell to it at all and as for the seat itself we always take the seat part off and hang it up to dry over the shower and then fold up the other part and put it away. We leave it hanging up until the next time we use it and never smelly. We wash it every other week and it has never had this odor...all I could think of after reading the other negative reviews about the smell is that other people after using this seat just fold up the entire thing including the seat part and allow it to dry all folded up instead of completely drying hanging up therefore causing it to mildew and get smelly. Also not washing it on a regular basis would also possible cause this as well as just leaving the seat together to dry in the bathtub without taking apart everytime.  This product is easy to fold up and store, dries very fast and easy to assemble everytime.  Highly recommend this seat. Couldnt find a better alternative unless you are lazy and dont like to take apart to hang up everytime...",5,1
Carter's 4 Pack White Long Sleeve Bodysuit (3M),These were a gift and I had a hard time finding them in local stores.  I wanted the long sleeves to go with winter sleep sacks for a new baby and you can never go wrong with Carter's clothing for babies and older children too.  Amazon to the rescue again. The new mother was delighted!,4,1
"Carter's Suede Embroidered Tote Bag, Grey","Bag was delivered sooner than expected, which was great!  Its just lovely, and huge! Enough room for all babies things. I'm in love with this diaper bag :)",5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack",We looked at many hooks to hang our diaper bag from the handle of our stroller and I'm thrilled that we decided to go with these metal hooks.  They've held on great and don't even flinch when we hang a huge diaper bag from them.  Thrilled with our purchase.,5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack",I love our BabyJogger City Mini but the one thing that was a nuisance was that due to the handle design I didn't have a place to hang a small bag.  These are perfect for that purpose and now I love our stroller even more.Something I was originally concerned about was whether or not the hooks would stay in place (I thought perhaps they might slide down the handle once there was something hanging from them).  I'm happy to report that has not been the case! They have stayed exactly where I put them.I have purchased these for friends and recommend them to anyone who has a single handle stroller.,5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack","I have the Bugaboo Cameleon stroller, which doesn't have any hooks.  They are great for hanging the diaper bag and when you go shopping, you can hang the bags on these hooks and are hands-free!",5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack","I love these stroller hooks!  They're the best!  They're easy to use, don't slip and hold your bags, dry cleaning, toy, etc.  No stroller is complete without them.",5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack","I purchased these for my UppaBaby Vista stroller, and they are amazing.  From my super heavy purse, to my dog's leashes, these hooks can handle an extraordinary amount of weight and force.  Love them!",5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack","great product! very sturdy and strong, nice looking hooks, they carry my purse, the diaperbag, the shopping bags and more! love them!",5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack",It's sturdy and keeps in place. I can easily hang anything on it without worrying that the hook will break. Well worth it. I love it!,5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack","These are some amazing hooks that don't budge, carry a ton of weight and look stylish too.  I like putting my diaper bag on it so I have easy access rather than reach down into the carriage.  Worth every penny.",5,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack",Very happy with this product. It looks exactly like the picture and is as easy to use as described. Would definitely recommend it.,4,1
"Think King Mighty Buggy Hook for Stroller, Wheelchair, Rollator, Walker, 2 Pack",I bought these to use on my sons wheelchair.  It fits great and works so much better then the mommy hooks I have the slide down the handles too far and carry my purse so low it sometimes drags on the wheels.  I love these hooks!!  They stay on real tight and don't slide around and easier/faster to get my purse on and off.  Love them!,5,1
"Think King Soft Buggy Cup for Stroller, Wheelchair, Rollator, Walker,  Black/Silver",The Think king soft buggy cup Holder for stroller are very useful item for my baby stroll specially wile  moving long time and you need to carry many things,5,1
"Think King Soft Buggy Cup for Stroller, Wheelchair, Rollator, Walker,  Black/Silver","Product as described!  Keep it on a wheelchair.  Convenient and roomy. to hold larger sized bottles, travel mugs, etc.  Thanks!",5,1
"Think King Soft Buggy Cup for Stroller, Wheelchair, Rollator, Walker,  Black/Silver",I love my think king cup because I put snacks in it for my toddler. They don't fall out of any holes and when it is empty the cup squishes up with the folded stroller! Love it!,5,1
"Think King Soft Buggy Cup for Stroller, Wheelchair, Rollator, Walker,  Black/Silver","we use this on the stroller to help give us an extra space to put this like our keys when we go walking or our cell phone. Doesn't work as well for drinks.  So no, if you want to put drinks in there...then this is not for you..",4,1
"Think King Soft Buggy Cup for Stroller, Wheelchair, Rollator, Walker,  Black/Silver","This is a fantastic cup holder! I have two and I love them!  I use them to put my keys, phone, sunscreen and of course my water bottle! My daughter has one by her side on the stroller for her water and all the little things she finds in the park! They work great!! nothing has ever fallen out and I like the flexibility of the fabric much more than the hard plastic ones, which I've had and broke. Also you can strap them on practically anything, like the side of the bunk bed!!",5,1
"Grobag Home Grown Organic Baby Sleeping Bag 2.5 Tog, 0-6 Months","We purchased the 2.5 tog 6-18 month organic cotton Grobag for $79.99. It is the same design as the one in the 0-6 month image, solid cream color with no stripes. This surprised us, because the product image was different than what we received, but we were still very pleased with the look and feel of the one we got.It is very heavy duty, extremely soft, and the zipper doesn't bunch up when you wash it like cheaper zippers sometimes do on less expensive baby bags. We use the Grobag at night when the temperature is in the 60's and it keeps our baby boy very warm.Worth noting: He is 20 pounds (at five months old) and this fits him well with plenty of room left for him to grow. If you have a big baby, you might want to start with this size rather than getting the smaller one.Overall, we're extremely pleased with this product. It seems a little pricey, but it holds up very well with frequent washing, and we expect to be using this for many months, as well as for our next baby.",5,1
Earthentree Organic Waggy Pull Toy,"Our family loves Earthentree toys!!!  My daughter loves them and so do all of her play date friends.  I love that they are handmade, nontoxic, and wooden toys that are made from really artists.  They are definitely a classic toy that will be a treasure for your little ones. If you are looking to buy something special and not plastic this is the toy for you!",5,1
"Baby Jogger 2010 City Mini Single Stroller, Black/Black","We bought this stroller because my wife is only five foot two and all the other cool strollers are too heavy for her to manage.Pros:1. Best all purpose stroller under 25lbs. This stroller does a good job on everything. Not a great job on any one thing.2. Very durable, I am hard on equipment, we've had this 21 months and it is still solid.3. Very manageable. Not as manageable as a mall stroller, but easy to throw in the car, and navigate through an airport or mall.4. Love the deep pocket under the seat. Often we have two softball gloves, two balls, coat, and some baby items in there. Also love the deep mesh pocket on the back.Cons:1. Jog-able but not a real jogger. I jog with this stroller but have to lift the nose to get over that one-inch bump on the corner of a handicap accessible curb. Grass and gravel are bumpy (baby likes that) it's light and pretty agile. If you don't lift the nose when hitting a bump you can tip forward at an angle which is a little scary until you build a habit of keeping your weight back.2. The back angle is adjustable but doesn't come forward/up enough. My baby was uncomfortable between 12-18 months. He wanted to sit up to see better. it was only a moderate annoyance for him. Now he is 21 months and loves the stroller.3. It would be nice to have a cup holder or hand brake.Summary:I have more cons than pros but the pros are a lot more significant for me. Because of the light weight and mid-size I don't believe there is a better one for all stroller out there. It is a lot like an all mountain ski.",5,1
"Baby Jogger 2010 City Mini Single Stroller, Black/Black",This stroller is EXCELLENT.  Easy to open and close... lots of room for stuff and for a growing child.  I also bought the bar for front and tray which come in handy!  This stroller is also very durable!  Smooth ride all together too! I had a Bugaboo and McClaren... which are now in their boxes in teh basement thanks to this one!,5,1
"Aden by aden + anais Muslin Sleeping Bag, Oh Boy, Small","This sleep sack is all too adorable!  It's soft, durable, and just the right length.  It's light enough for summer use with no concern of overheating.  I really enjoy the aden + anais line of products!",5,1
"Aden by aden + anais Muslin Sleeping Bag, Oh Boy, Small","Not sure why this only had ok reviews. We've used it nightly for more than two months and it's holding up great. It has so much kicking room and is perfect for the warm months. I'll probably use it during the cooler months too with a heavier onesie underneath. I like that the zipper top is covered so it doesn't have the metal zipper top against his neck. This is my favorite of all the sleep sacks we've tried, and they run bigger than the sizes suggest, so it will get plenty of use to justify the price.",5,1
"Aden by aden + anais Muslin Sleeping Bag, Oh Boy, Small","I gave this sleeping bag as a gift to my daughter , she loves it.  She  has other muslin products made by Aden + Anais, they are well made and so soft.  Will be purchasing more of these products , definitely worth the money.",5,1
"Aden by aden + anais Muslin Sleeping Bag, Oh Boy, Small","I was hesitant to buy this based on reviews about rips and the zipper breaking, but we've had this in heavy rotation for almost four months and have no complaints! It's true the zipper is cheaper than most others (plastic) but this hasn't caused any problems for us.It is so soft, and has gotten even softer with washing. The mod turtle print is cute - a good gender neutral option. Size medium says 6-12 months, 15-24 lbs / 7-11 kg. My daughter has been wearing this since she was 7 months, 18lbs and is now 11 months and about 20.5 lbs and it fits very comfortably. I think she will outgrow the length first, but that seems to be the case with every sleesack (and all sleepers and onesies too).Even though I bought it for summer I think we'll actually be able to keep using it this fall and maybe into winter since fleece sleepers aren't quite warm enough here (Minnesota) by themselves (well, depending on the kid and house) but it's too much to layer them with heavier sleepsacks. We've been using this over her regular clothes a lot for naps too and I think that will continue to work at least through the fall. This summer we used this sleepsack with just a onesie at naps or a lightweight cotton sleeper at night.",5,1
"Aden by aden + anais Muslin Burpy Bib, Butterfly Patch","Soft, absorbent and convenient. I especially love that it can be used as a bib. My first daughter had severe reflux and I am so disappointed I didn't find these sooner!",5,1
"Aden by aden + anais Muslin Burpy Bib, Butterfly Patch",they contour to your shoulder/neck and really keep baby from spitting up all over your shirt. They also turn into bibs later. Better than the more expensive aden + anais  burp cloths that can unravel in the wash.,5,1
Bi-Fold Door Lock &quot;Slide-Lok&quot; from Mommy's Helper -- 2 PACK,"I did  not install these myself, but I will say that they work perfectly without much of an eyesore. However, when we have our shorter friends over, they are not able to reach the top of the bifold doors as easily.",4,1
Kidco Universal Outlet Covers in White - TWELVE (12) Pack - Works with Standard Single or Decora Double Screw Outlets plus BONUS (2) Outlet Plugs!,"I must admit that I have been dreading the day my little one becomes mobile since my passion for decorating nearly equals my passion for babies and most baby proofing items are not attractive.  So when I saw these- I thought it was a win, win situation.  When looking at the new outlet cover in place, the eye is fooled into seeing nothing different than usual. At the same time, I found these safer than the standard outlet plugs, which are impossible for me to remove but seem to be no problem for my friends' babies.  Having said that, I probably have over 75 outlets in my house & it is not economical to use these covers on all of them.  The 12 and 25 pack on Amazon are far better priced than if bought for nearly $4 a pop in the store. I put these on all the ground level outlets in the baby's room and in both our living rooms, where she will be spending the most time.  Standard outlet plugs for everywhere else.Pros:1. Attractive. Deceives the eye into thinking you haven't even baby proofed the outlet.2. Safer than standard outlet plugs as you have to slide the cover over to expose the outlet plug.Cons:1. Geniuses who made them made them thinner than standard outlet covers.  This worked out ok for us except for one outlet I could not use it on because the outlet cutout was larger than the new plate.2. Over time, some of the heavier plugs seem to come a little loose. We haven't had the problem of them falling out like some reviewers but I do check them from time to time.3. Expensive.  Not economical for use on every outlet in the house unless you have money to burn.",4,1
"ERGObaby Organic Heart2Heart Infant Insert, Blush Beige",even if you don't use the ergo carrier this was really helpful as a barrier when putting the baby to sleep.  we put him in it while he was dozing off so that when it came time to put him in the crib he didn't feel much fingering on his skin or through his clothing so he didn't wake up from the transition.  we also used in it our moby and just as a warming layer at chilly times.,5,1
"ERGObaby Heart2Heart Infant Insert, Natural",The infant part of the ergo is slightly awkward to get used to and positioning your baby can be difficult at first but overall my baby loves being in it and appears comfortable once settled.,4,1
"ERGObaby Heart2Heart Infant Insert, Natural",Our baby was nearly 8 lbs when born and we only used this insert once a few weeks later.  We could've gotten away with just the carrier and saved some money.,4,1
"ERGObaby Heart2Heart Infant Insert, Natural","Works great for my 2 month old! Keeps her head from flopping back and keeps her snug and secure. Also, it is easy to clean.",5,1
"ERGObaby Heart2Heart Infant Insert, Natural",This is well made and is nicely cushioned to hold baby semi upright while being worn in the baby carrier.,5,1
"ERGObaby Heart2Heart Infant Insert, Natural",This insert worked perfectly for my first baby and we used it almost daily for walks or even to be close while doing chores around the house. It washes and dries well - holds it s shape. The only complaint I have is that I could never figure out how to make the adjustable closure stay synched after I snapped it in place.,5,1
"ERGObaby Heart2Heart Infant Insert, Natural","the insert is easy to use and seems pretty comfortable for our daughter to hang out in. So far, she haven't spit up on it so I dont know how stain resistant it is yet but the this came out fine after the initial wash",5,1
ERGObaby Infant Insert (Heart2Heart Galaxy Print).,"I bought this after receiving the Ergo carrier as a shower gift.  And while I cannot say enough good things about the Ergo carrier, it is literally useless to you without this insert if your child weighs less than 15lbs.  But the insert is easy to use with the carrier, works great and provides the necessary support your little one needs in those first months.",5,1
"Playtex Toy Story Insulator Cup - 2 pack, Colors and Styles vary",I bought this cuz my son loves toy story. Walmart sells a single cup  for $4.99 so this was a Bargin.,5,1
"Playtex Toy Story Insulator Cup - 2 pack, Colors and Styles vary",I've used Playtex brand sippy cups for years and years with my 4 children during their toddler years. The colors are vibrant and the variety of designs are very nice and my children always loved the characters and colors. I never had an issue with leaking cups or flimsy lids. The lid is very secure on the cup and is easily take apart and run through the dishwasher. it's a simple design that just works great.,5,1
"Playtex Toy Story Insulator Cup - 2 pack, Colors and Styles vary","Extremely durable, easy to clean, shatter proof, leak proof, and to top it off....my son's favorite character BUZZ LIGHTYEAR!  These have held up well and I've had them almost two years.  Still no leaks or cracks.  Easy to drink from and they keep drinks cold a long time.  I've found cups hours later under the coffee table, opened them up to find that the liquid was still cold.  These are the only sippy cups I'd ever recommend.",5,1
"Playtex Toy Story Insulator Cup - 2 pack, Colors and Styles vary","Pros: Keeps drinks cold, easy to clean, easy for my 2 year old to carry around, kid can't bite the mouthpiece to break itCons:  Leaks sometimes.  The search continues for a leak free cup!",4,1
"Playtex Toy Story Insulator Cup - 2 pack, Colors and Styles vary","These cups work great for me and my 20-month old son.  Love the graphics, and the fact that they are double-wall insulated.  As for the twist and click aspect, I really don't understand why some people are having trouble with this, as it is quite simple - the cup has a plastic ridge that when the lid is twisted over it, will ""click"" as it passes over the ridge.  It is a soft noise, but no matter, as the lid also has an arrow on it - when the arrow is over the line imprinted on the cup, then the lid is properly sealed and leak-proof.  The cup has only leaked twice on me (after about 2 months use) - once because my son untwisted the lid so that it was not properly sealed, and once because the valve had not been placed in securely.  Very happy with my purchase.",5,1
"Playtex Toy Story Insulator Cup - 2 pack, Colors and Styles vary","I love these cups because they stay pretty chilled. They are a little hard to clean, I have to use q-tips to get in the nooks and crannies of the lid. Overall, good cups though.",4,1
Bright Starts Sugar Blossom Melodies Bouncer,Good bouncer for the price.  Not sure why they put a teether on the toy bar...baby can't lean neck 7 inches to reach it...other than that it is a great baby chair!,4,1
Baby Einstein Around The World Discovery Center,My baby loves this Discovery Center. I went to Toys R Us to look and compere all the activity center and this turned out to be the best looking one.It has better toys than all the otherones I saw and my baby really enjoys it.,5,1
Baby Einstein Around The World Discovery Center,"The research and development team did a fantastic job on this play center! My sleepy 4 month old was immediately drawn to all the fun toys on as soon as I placed him in it. The only thing I find odd and dislike about this play center is that it says not to use if your child is 30 in or taller. My guy is tall for his age (25.5 in) and on the lowest setting, his feet don't touch the bottom! If all his weight is shifted to one side, his toes touch. That part confuses me but other than that it's excellent, a lot more lightweight than it looks so it's easy to move with one hand and they toys are fun for mommy too! ;) I highly recommend this play center. The height thing is what keeps me from giving this that 5th star!",4,1
Baby Einstein Around The World Discovery Center,"The Baby eisnstein Around the World Discovery Center is full of fun activities for my son!  He loves standing up in it and exploring all of the """"games"""" on it.  He enjoys figuring out how to move his toys on the tray and making them work!  The ordering and shipping were all easy and quick!",5,1
Baby Einstein Around The World Discovery Center,"This product was a baby shower gift (not the one I registered for), but I was pleasantly surprised at how well my daughter plays/ entertains herself in this exersaucer. There are a variety of toys they are able to choose from and the seat swivels so when they want to go to the next toy, they are able to swivel themselves to a new perspective. She loves to chew on the toys and plays w/ the buttons the most. It's very sturdy construction and easy to clean ie wiping w/ clothes in between uses. Being a single Mom, I find this product VERY useful so that she may be in the same room w/ me, but I know where she is and she has something to keep her occupied. The only thing that I think she doesn't like about it is that it doesn't bounce. (Her sitter has a different brand that she can jump in and she tries to jump in this one too!!!)",4,1
Baby Einstein Around The World Discovery Center,Fun toy! Did not have any problems so far with instability or toys breaking off from the set. My baby is very happy in her discovery center and can engage her for a good 30 minutes + (unless she gets hungry!) See my Youtube video for a demonstration and a run through of the toys and the settings on this activity center: [...],5,1
Baby Einstein Around The World Discovery Center,I have twin grandsons (9months old) and one of them really liked it and the other twin not so much.  I was pleased with all the little activities that entertained them.,5,1
Baby Einstein Around The World Discovery Center,We purchased this for daycare my granddaughter attends. They have used it daily for about 6 months and it's still going strong.,5,1
"Disney 4 Piece Toddler Bedding Set, Taking The Race",Very pleased with this bedding set. It came with everything listed on the description and very good quality. My toddler LOVES it!,5,1
"Disney 4 Piece Toddler Bedding Set, Taking The Race",Omg when I received this eventhough I was pissed off at fed ex that carrier sucks.. anyways good quality my son loved it was jumping up and down.. such a beauty... Also got it at a 50%off.... I'm in love with amazon good job....!!!,5,1
"Disney 4 Piece Toddler Bedding Set, Taking The Race","I purchased this with the Car's bed frame and mattress, I hadn't put together the frame yet and the mattress hasn't arrived yet. My son wanted to use the comforter that night so he loved it, can't wait to have it all set up.",5,1
"Disney 4 Piece Toddler Bedding Set, Taking The Race",excellent....daughter loved it; grandson loved it. Packaged well and good quality. Fit the bed very nicely and he loves looking at the cars.,5,1
